6521.54186 -2.2616E-4
6521.71872 -2.4508E-4
6521.89557 -9.8246E-5
6522.07243 7.225E-5
6522.24928 2.4586E-4
6522.42613 3.5487E-4
6522.60297 3.6239E-4
6522.77982 3.8965E-4
6522.95666 2.0707E-4
6523.1335 3.4124E-5
6523.31034 -8.8386E-5
6523.48717 -1.1586E-4
6523.664 -1.6624E-4
6523.84084 -3.2925E-4
6524.01766 -3.7329E-4
6524.19449 -3.8992E-4
6524.37132 -3.3939E-4
6524.54814 -1.7898E-4
6524.72496 5.7008E-5
6524.90178 3.546E-4
6525.07859 4.8352E-4
6525.25541 5.7242E-4
6525.43222 6.503E-4
6525.60903 5.8695E-4
6525.78583 5.4978E-4
6525.96264 4.6489E-4
6526.13944 3.5111E-4
6526.31624 1.6992E-4
6526.49304 -1.4387E-4
6526.66984 -4.3677E-4
6526.84663 -6.0717E-4
6527.02342 -7.2905E-4
6527.20021 -7.3781E-4
6527.377 -6.582E-4
6527.55379 -3.964E-4
6527.73057 -2.5809E-4
6527.90735 -1.6718E-4
6528.08413 -1.7364E-4
6528.26091 -2.1622E-4
6528.43768 -1.2368E-4
6528.61446 -1.3901E-4
6528.79123 -1.2561E-5
6528.96799 6.2969E-5
6529.14476 7.0277E-5
6529.32153 6.7702E-5
6529.49829 -7.3191E-5
6529.67505 -8.3066E-5
6529.8518 -1.6716E-4
6530.02856 -2.3489E-4
6530.20531 -1.8826E-4
6530.38207 -5.4158E-5
6530.55881 1.4252E-4
6530.73556 2.4796E-4
6530.91231 3.7578E-4
6531.08905 5.5385E-4
6531.26579 7.2331E-4
6531.44253 8.178E-4
6531.61927 8.7154E-4
6531.796 7.7806E-4
6531.97273 7.9315E-4
6532.14946 8.8111E-4
6532.32619 9.1528E-4
6532.50292 9.3125E-4
6532.67964 9.7419E-4
6532.85636 0.0010227
6533.03308 0.0010608
6533.2098 0.0011422
6533.38652 0.0012546
6533.56323 0.0015871
6533.73994 0.001904
6533.91665 0.0023048
6534.09336 0.0025542
6534.27006 0.0027343
6534.44676 0.0029581
6534.62347 0.0031403
6534.80016 0.0033417
6534.97686 0.0034575
6535.15355 0.0035645
6535.33025 0.0037416
6535.50694 0.004019
6535.68363 0.0042628
6535.86031 0.0044634
6536.037 0.0049113
6536.21368 0.0054176
6536.39036 0.0060311
6536.56704 0.0065504
6536.74371 0.0072243
6536.92038 0.007838
6537.09706 0.0085556
6537.27373 0.0092491
6537.45039 0.0099394
6537.62706 0.010792
6537.80372 0.011673
6537.98038 0.012968
6538.15704 0.014546
6538.3337 0.01633
6538.51035 0.018479
6538.68701 0.021115
6538.86366 0.024166
6539.04031 0.027666
6539.21695 0.03157
6539.3936 0.035773
6539.57024 0.040147
6539.74688 0.044545
6539.92352 0.048854
6540.10016 0.052631
6540.27679 0.055906
6540.45342 0.058545
6540.63005 0.06093
6540.80668 0.062956
6540.98331 0.064769
6541.15993 0.066338
6541.33655 0.067623
6541.51317 0.068654
6541.68979 0.069732
6541.86641 0.070729
6542.04302 0.072021
6542.21963 0.073329
6542.39624 0.074734
6542.57285 0.076332
6542.74946 0.078061
6542.92606 0.08014
6543.10266 0.082351
6543.27926 0.084759
6543.45586 0.087461
6543.63245 0.090436
6543.80905 0.093687
6543.98564 0.097366
6544.16223 0.10156
6544.33882 0.10626
6544.5154 0.11151
6544.69198 0.11752
6544.86857 0.12405
6545.04515 0.13138
6545.22172 0.13954
6545.3983 0.14834
6545.57487 0.15803
6545.75144 0.169
6545.92801 0.18111
6546.10458 0.19422
6546.28114 0.20862
6546.45771 0.22421
6546.63427 0.24078
6546.81083 0.2585
6546.98739 0.27722
6547.16394 0.29685
6547.34049 0.31715
6547.51705 0.33789
6547.69359 0.35903
6547.87014 0.38021
6548.04669 0.40147
6548.22323 0.42264
6548.39977 0.44317
6548.57631 0.46316
6548.75285 0.48289
6548.92938 0.50194
6549.10592 0.52002
6549.28245 0.53786
6549.45898 0.55483
6549.6355 0.57157
6549.81203 0.5877
6549.98855 0.60341
6550.16507 0.61872
6550.34159 0.63312
6550.51811 0.64654
6550.69463 0.65961
6550.87114 0.67264
6551.04765 0.68554
6551.22416 0.69829
6551.40067 0.7107
6551.57717 0.72322
6551.75368 0.73579
6551.93018 0.74758
6552.10668 0.75942
6552.28318 0.77072
6552.45967 0.78163
6552.63617 0.79219
6552.81266 0.80299
6552.98915 0.81356
6553.16564 0.82323
6553.34212 0.8324
6553.5186 0.84168
6553.69509 0.85075
6553.87157 0.85976
6554.04804 0.86916
6554.22452 0.87872
6554.401 0.88821
6554.57747 0.89792
6554.75394 0.90779
6554.93041 0.91817
6555.10687 0.92779
6555.28334 0.93958
6555.4598 0.95059
6555.63626 0.9625
6555.81272 0.97419
6555.98918 0.98613
6556.16563 0.99839
6556.34208 1.0107
6556.51853 1.0228
6556.69498 1.0343
6556.87143 1.0456
6557.04787 1.0564
6557.22432 1.0671
6557.40076 1.0771
6557.5772 1.0874
6557.75364 1.0965
6557.93007 1.1056
6558.1065 1.1144
6558.28294 1.1218
6558.45937 1.129
6558.63579 1.1349
6558.81222 1.1401
6558.98864 1.1439
6559.16507 1.1472
6559.34149 1.1492
6559.5179 1.1516
6559.69432 1.1527
6559.87073 1.1532
6560.04715 1.1514
6560.22356 1.151
6560.39997 1.1485
6560.57637 1.1455
6560.75278 1.1418
6560.92918 1.1376
6561.10558 1.1331
6561.28198 1.1284
6561.45838 1.1234
6561.63477 1.1179
6561.81117 1.1126
6561.98756 1.1075
6562.16395 1.1022
6562.34033 1.0967
6562.51672 1.0913
6562.6931 1.0858
6562.86949 1.0807
6563.04587 1.0757
6563.22225 1.0705
6563.39862 1.0655
6563.575 1.0595
6563.75137 1.0541
6563.92774 1.0485
6564.10411 1.0432
6564.28048 1.0385
6564.45684 1.0337
6564.6332 1.0291
6564.80957 1.0247
6564.98592 1.0206
6565.16228 1.0167
6565.33864 1.0134
6565.51499 1.0106
6565.69134 1.0085
6565.86769 1.0068
6566.04404 1.0056
6566.22039 1.0044
6566.39673 1.0041
6566.57308 1.0039
6566.74942 1.0036
6566.92576 1.0035
6567.10209 1.0036
6567.27843 1.0041
6567.45476 1.0052
