6521.54186 -6.275E-4
6521.71872 -0.0014105
6521.89557 -9.4518E-4
6522.07243 -4.1489E-4
6522.24928 3.2316E-4
6522.42613 6.1397E-4
6522.60297 5.2706E-4
6522.77982 6.2599E-4
6522.95666 6.9748E-4
6523.1335 5.9616E-4
6523.31034 -2.2704E-4
6523.48717 -3.3023E-4
6523.664 -3.8247E-4
6523.84084 -0.0010761
6524.01766 -0.001813
6524.19449 -0.0020425
6524.37132 -0.0025214
6524.54814 -0.0023019
6524.72496 -0.0017669
6524.90178 -0.0011381
6525.07859 -2.8476E-4
6525.25541 5.3052E-4
6525.43222 0.0013566
6525.60903 0.0018869
6525.78583 0.00267
6525.96264 0.0033631
6526.13944 0.0038465
6526.31624 0.0031151
6526.49304 0.0016509
6526.66984 -2.8212E-4
6526.84663 -0.0010461
6527.02342 -0.0015827
6527.20021 -0.0019206
6527.377 -0.0012297
6527.55379 -0.0011283
6527.73057 -8.8521E-4
6527.90735 -2.9397E-4
6528.08413 1.4134E-4
6528.26091 7.5677E-4
6528.43768 0.0022274
6528.61446 0.003721
6528.79123 0.0042881
6528.96799 0.0038397
6529.14476 0.0030467
6529.32153 0.0019084
6529.49829 9.0139E-4
6529.67505 3.5698E-4
6529.8518 -0.0011812
6530.02856 -0.002126
6530.20531 -0.0029539
6530.38207 -0.0025525
6530.55881 -0.0022748
6530.73556 -0.0023963
6530.91231 -0.0019773
6531.08905 -0.0011198
6531.26579 -7.595E-4
6531.44253 -3.8687E-4
6531.61927 1.8561E-4
6531.796 9.3629E-4
6531.97273 0.002544
6532.14946 0.0035967
6532.32619 0.004022
6532.50292 0.0039828
6532.67964 0.0039494
6532.85636 0.0039063
6533.03308 0.0045435
6533.2098 0.0044717
6533.38652 0.0045229
6533.56323 0.0043571
6533.73994 0.0034418
6533.91665 0.0034382
6534.09336 0.0033523
6534.27006 0.0032548
6534.44676 0.0034855
6534.62347 0.0032591
6534.80016 0.0024198
6534.97686 0.0012857
6535.15355 0.0010631
6535.33025 0.0011712
6535.50694 0.0011029
6535.68363 8.7036E-4
6535.86031 0.0017649
6536.037 0.0030327
6536.21368 0.0035831
6536.39036 0.0046972
6536.56704 0.006404
6536.74371 0.006805
6536.92038 0.0073383
6537.09706 0.0085578
6537.27373 0.0098049
6537.45039 0.010677
6537.62706 0.011412
6537.80372 0.01225
6537.98038 0.012828
6538.15704 0.013323
6538.3337 0.013621
6538.51035 0.013162
6538.68701 0.013107
6538.86366 0.014436
6539.04031 0.016384
6539.21695 0.018353
6539.3936 0.020517
6539.57024 0.023439
6539.74688 0.027939
6539.92352 0.032349
6540.10016 0.036264
6540.27679 0.039626
6540.45342 0.042581
6540.63005 0.045901
6540.80668 0.050722
6540.98331 0.054636
6541.15993 0.058001
6541.33655 0.06185
6541.51317 0.065579
6541.68979 0.068977
6541.86641 0.072185
6542.04302 0.074019
6542.21963 0.075617
6542.39624 0.078217
6542.57285 0.081008
6542.74946 0.083779
6542.92606 0.085222
6543.10266 0.086232
6543.27926 0.086508
6543.45586 0.085862
6543.63245 0.084693
6543.80905 0.083467
6543.98564 0.081829
6544.16223 0.079432
6544.33882 0.077385
6544.5154 0.075566
6544.69198 0.07376
6544.86857 0.072356
6545.04515 0.07064
6545.22172 0.069153
6545.3983 0.067732
6545.57487 0.067713
6545.75144 0.067994
6545.92801 0.068135
6546.10458 0.068338
6546.28114 0.067879
6546.45771 0.068662
6546.63427 0.069412
6546.81083 0.069553
6546.98739 0.069666
6547.16394 0.070383
6547.34049 0.071547
6547.51705 0.072823
6547.69359 0.074884
6547.87014 0.077221
6548.04669 0.079464
6548.22323 0.08197
6548.39977 0.085295
6548.57631 0.088755
6548.75285 0.091845
6548.92938 0.095421
6549.10592 0.10023
6549.28245 0.10603
6549.45898 0.11168
6549.6355 0.11759
6549.81203 0.12452
6549.98855 0.13233
6550.16507 0.14082
6550.34159 0.15016
6550.51811 0.15925
6550.69463 0.16955
6550.87114 0.18078
6551.04765 0.19378
6551.22416 0.20767
6551.40067 0.22229
6551.57717 0.23808
6551.75368 0.25504
6551.93018 0.2731
6552.10668 0.2921
6552.28318 0.31165
6552.45967 0.3309
6552.63617 0.35125
6552.81266 0.37247
6552.98915 0.39239
6553.16564 0.41191
6553.34212 0.43184
6553.5186 0.45007
6553.69509 0.46855
6553.87157 0.48563
6554.04804 0.50111
6554.22452 0.51575
6554.401 0.53009
6554.57747 0.54361
6554.75394 0.55632
6554.93041 0.56939
6555.10687 0.5818
6555.28334 0.59447
6555.4598 0.60813
6555.63626 0.62142
6555.81272 0.63528
6555.98918 0.65005
6556.16563 0.66663
6556.34208 0.68393
6556.51853 0.70185
6556.69498 0.72042
6556.87143 0.73806
6557.04787 0.75572
6557.22432 0.77372
6557.40076 0.79264
6557.5772 0.81428
6557.75364 0.837
6557.93007 0.86148
6558.1065 0.88671
6558.28294 0.91297
6558.45937 0.93955
6558.63579 0.96491
6558.81222 0.98915
6558.98864 1.0121
6559.16507 1.0348
6559.34149 1.0565
6559.5179 1.0766
6559.69432 1.0949
6559.87073 1.1111
6560.04715 1.1226
6560.22356 1.1342
6560.39997 1.1422
6560.57637 1.1478
6560.75278 1.1518
6560.92918 1.1535
6561.10558 1.1547
6561.28198 1.1554
6561.45838 1.1559
6561.63477 1.1547
6561.81117 1.1527
6561.98756 1.1521
6562.16395 1.1511
6562.34033 1.1499
6562.51672 1.1497
6562.6931 1.15
6562.86949 1.1507
6563.04587 1.1529
6563.22225 1.1549
6563.39862 1.1572
